form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,50,,,48,baf_infant_move_its_limbs_right_after_birth,How did the infant move its limbs right after birth?,जन्म के तुरंत बाद शिशु ने अपने हाथ-पैर कैसे हिलाए?,radiogroup,select_one,"{""render_as"":""radio""}",,,0: Did not move; 1: Moved weakly; 2: Moved normally or vigorously; 9: Don’t know,0: नहीं हिला; 1: कमजोर ढंग से चला गया; 2: सामान्य रूप से या तीव्रता से चलायमान; 9: पता नहीं,{baf_child_vital_status} = 1,"[""single coded option""]",,,,How did the infant move its limbs right after birth? 0 Did not move 1 Moved weakly 2 Moved normally or vigorously 9 Don’t know
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,51,,,49,baf_color_baby_right_after_birth,What was the color of the baby right after birth?,What was the color of the baby right after birth?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Red all over; 2: Red, except for extremities; 3: blue/gray or pale; 9: Don't know","1: Red all over; 2: Red, except for extremities; 3: blue/gray or pale; 9: नहीं पता",{baf_infant_move_its_limbs_right_after_birth} = 1,"[""single coded option""]",,,,"What was the color of the baby right after birth? 1 Red all over 2 Red, except for extremities 3 blue/gray or pale 9 Don't know"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,52,,,50,baf_baby_any_stiffening_back_convulsions_right_after_birth,Did the baby have any stiffening of the back or convulsions right after birth?,क्या जन्म के तुरंत बाद बच्चे की पीठ में कोई अकड़न या ऐंठन थी?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Did the baby have any stiffening of the back or convulsions right after birth? 1 Yes 2 No 9 Don't know
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,53,,,51,baf_baby_become_unconscious_since_birth,Has the baby become unconscious since birth?,Has the baby become unconscious since birth?,radiogroup,select_one,"{""render_as"":""radio""}",For live babies: look and record. For dead babies: ask caretaker.,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_baby_any_stiffening_back_convulsions_right_after_birth} = 1,"[""single coded option""]",,,,Has the baby become unconscious since birth? 1 Yes 2 No 9 Don't know Does the child have any abnormality of the following body parts? For live babies: look and record For dead babies: ask caretaker
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,54,,,52,baf_head_shape_size,Head shape/size,सिर का आकार/आकार,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Head shape/size 1 Yes 2 No SKIP to 54 9 Don't know SKIP to 54
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,55,,,53,baf_yes_describe_free_answer,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_head_shape_size} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,56,,,54,baf_eyes,Eyes,आँखें,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Eyes 1 Yes 2 No SKIP to 56 9 Don't know SKIP to 56
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,57,,,55,baf_yes_describe_free_answer_2,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_eyes} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,58,,,56,baf_ears,Ears,कान,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Ears 1 Yes 2 No SKIP to 58 9 Don't know SKIP to 58
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,59,,,57,baf_yes_describe_free_answer_3,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_ears} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,60,,,58,baf_nose,Nose,नाक,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Nose 1 Yes 2 No SKIP to 60 9 Don't know SKIP to 60
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,61,,,59,baf_yes_describe_free_answer_4,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_nose} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,62,,,60,baf_mouth_lips,Mouth/lips,मुँह/होंठ,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Mouth/lips 1 Yes 2 No SKIP to 62 9 Don't know SKIP to 62
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,63,,,61,baf_yes_describe_free_answer_5,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_mouth_lips} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,64,,,62,baf_jaw,Jaw,जबड़ा,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Jaw 1 Yes 2 No SKIP to 64 9 Don't know SKIP to 64
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,65,,,63,baf_yes_describe_free_answer_6,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_jaw} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,66,,,64,baf_arms,Arms,हथियारों,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Arms 1 Yes 2 No SKIP to 66 9 Don't know SKIP to 66
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,67,,,65,baf_yes_describe_free_answer_7,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_arms} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,68,,,66,baf_hands_fingers,Hands/fingers,हाथ/उंगलियाँ,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Hands/fingers 1 Yes 2 No SKIP to 68 9 Don't know SKIP to 68
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,69,,,67,baf_yes_describe_free_answer_8,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_hands_fingers} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,70,,,68,baf_back,Back,पीछे,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Back 1 Yes 2 No SKIP to 70 9 Don't know SKIP to 70
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,71,,,69,baf_yes_describe_free_answer_9,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_back} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,72,,,70,baf_genitalia,Genitalia,जननांग,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Genitalia 1 Yes 2 No SKIP to 72 9 Don't know SKIP to 72
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,73,,,71,baf_yes_describe_free_answer_10,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_genitalia} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,74,,,72,baf_legs,Legs,पैर,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Legs 1 Yes 2 No SKIP to 74 9 Don't know SKIP to 74
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,75,,,73,baf_yes_describe_free_answer_11,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_legs} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,76,,,74,baf_feet_toes,Feet/toes,पैर/पैर की उंगलियां,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Feet/toes 1 Yes 2 No SKIP to 76 9 Don't know SKIP to 76
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,77,,,75,baf_yes_describe_free_answer_12,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,{baf_feet_toes} = 1,,,,,"If yes, describe _________ free answer"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,78,,,76,baf_other,Other,अन्य,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Other 1 Yes 2 No END OF INTERVIEW 9 Don't know END OF INTERVIEW
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,79,,,77,baf_yes_describe_free_answer_end_interview,"If yes, describe","If yes, describe",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer. End of interview.,,,,{baf_child_vital_status} = 1,,,,,"If yes, describe _________ free answer END OF INTERVIEW"
