form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,48,,,46,pof_many_hours_before_delivery_water_break,How many hours before delivery did the water break?,How many hours before delivery did the water break?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Enter 00 for less than one hour; 01-97 for hours; 98 for 98 hours or more; 99 for don't know.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99}] | [""Enter 00 for less than one hour, 01-97 for hours, 98 for 98 hours or more, 99 for don't know.""]",,,,How many hours before delivery did the water break? |_|_| 00=less than one hour 01-97=1-97 hours 98=98 hours or more 99=don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,49,,,47,pof_water_break_before_after_delivery_pain_began,Did the water break before or after the delivery pain began?,Did the water break before or after the delivery pain began?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Before; 2: After; 3: Same time; 9: Don't know,1: Before; 2: After; 3: Same time; 9: Don't know,,"[""single coded option""]",,,,Did the water break before or after the delivery pain began? 1 Before 2 After 3 Same time
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,51,,,48,pof_color_water,What color was the water?,What color was the water?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Clear/Seto; 2: Greenish; 3: Red/Brown; 4: Other, specify; 9: Don't know","1: Clear/Seto; 2: Greenish; 3: Red/Brown; 4: Other, specify; 9: Don't know",,"[""single coded option""]",,,,"What color was the water 1 Clear/Seto 2 Greenish 3 Red/Brown 4_________ Other, specify 9 Don't know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,51.1,,,48_4_specify,pof_color_water_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pof_color_water} = 4,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,52,,,49,pof_water_foul_smelling,Was the water foul smelling?,Was the water foul smelling?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the water foul smelling 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,53,,,50,pof_high_fever_during_labor_delivery,Did you have high fever during labor and delivery?,क्या आपको प्रसव और प्रसव के दौरान तेज़ बुखार था?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Did you have high fever during labor and delivery? 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,54,,,51,pof_long_take_deliver_baby_once_started_pushing_twins,How long did it take to deliver the baby once you started pushing?,How long did it take to deliver the baby once you started pushing?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number","For twins/triplets, report total number of hours pushed. Enter 00 for less than one hour; 01-97 for hours; 98 for 98 hours or more; 99 for don't know.",,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99}] | [""Enter 00 for less than one hour, 01-97 for hours, 98 for 98 hours or more, 99 for don't know.""]",,,,"How long did it take to deliver the baby once your started pushing? (for twins |_|_| 00=less than one hour and triplets, report the total number of hours she pushed) 01-97=1-97 hours 98=98 hours or more 99=don't know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,55,,,52,pof_any_injections_saline_given_mother_before_during_after,"Were any injections/saline given to the mother before, during or after labor?","Were any injections/saline given to the mother before, during or after labor?",radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,"Were any injections/saline given to the mother before, during or after labor? 1 Yes 2 No 9 Don't know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,56,,,53,pof_type_injection_saline_given,What type of injection/saline was given?,What type of injection/saline was given?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Oxytocin; 2: Ergometrine; 3: Vitamins; 4: Antibiotic; 5: Saline IV drip; 6: Other, specify_______; 9: Don’t Know",1: ऑक्सीटोसिन; 2: एर्गोमेट्रिन; 3: Vitamins; 4: एंटीबायोटिक दवाओं; 5: Saline IV drip; 6: अन्य (निर्दिष्ट करे_______; 9: पता नहीं,,"[""9=Don’t Know"",""single coded option""]",,,,"What type of injection/saline was given? 1=Oxytocin 2=Ergometrine 3=Vitamins 4=Antibiotic 5=Saline IV drip 6=Other, specify_______ 9=Don’t Know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,56.1,,,53_6_specify,pof_type_injection_saline_given_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify_______ is selected.",,,,{pof_type_injection_saline_given} = 6,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify_______"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,57,,,54,pof_anything_done_help_baby_come_out,Was anything done to help the baby come out?,Was anything done to help the baby come out?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Up to three responses.,,0: Nothing; 1: Home remedy; 2: Massage; 3: External pressure on abdomen; 4: Baby pulled; 5: Misoprostol tablet; 6: Injection given; 7: Episiotomy; 8: C-section; 9: Don't know,0: Nothing; 1: Home remedy; 2: Massage; 3: External pressure on abdomen; 4: Baby pulled; 5: Misoprostol tablet; 6: Injection given; 7: Episiotomy; 8: C-section; 9: Don't know,,"[""select all that apply""]",,,,Was anything done to help the baby come out? (UP TO THREE RESPONSES) A |_| 0=Nothing SKIP to 56 B |_| 1=Home Remedy SKIP to 56 C |_| 2=Massage SKIP to 56 3=External Pressure on abdomen SKIP to 56 4=Baby pulled SKIP to 56 5=Misoprostol (tablet) SKIP to 56 6=Injection given 7=Episiotomy SKIP to 56 8=C-section STOP HERE 9=Don’t Know SKIP to 56
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,58,,,55,pof_type_injection_given,What type of injection was given?,What type of injection was given?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Up to three reasons.,,"1: Oxytocin; 2: Ergometrine; 3: Vitamins; 4: Antibiotic; 5: Saline; 6: Other, specify; 9: Don't know","1: Oxytocin; 2: Ergometrine; 3: Vitamins; 4: Antibiotic; 5: Saline; 6: Other, specify; 9: Don't know",,"[""select all that apply""]",,,,"What type of injection was given? (UP TO THREE REASONS) A |_| 1=Oxytocin B |_| 2=Ergometrine C |_| 3=Vitamins 4=Antibiotic 5=Saline 6=Other, specify_______ 9=Don’t Know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,58.1,,,55_6_specify,pof_type_injection_given_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pof_type_injection_given} contains 6,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,59,,,56,pof_anything_given_orally_after_all_babies_came_out,Was anything given orally after all the babies came out?,Was anything given orally after all the babies came out?,radiogroup,select_one,"{""render_as"":""radio""}","If no or don't know, skip to 58.",,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was anything given orally after all the babies came out? 1 Yes 2 No SKIP to 58
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,61,,,57,pof_given,What was given?,What was given?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Up to three responses.,,"1: Misoprostol; 2: Antibiotic; 3: Herbal drug; 4: Other remedy, specify; 9: Don't know","1: Misoprostol; 2: Antibiotic; 3: Herbal drug; 4: Other remedy, specify; 9: Don't know",,"[""select all that apply""]",,,,"What was given? (UP TO THREE RESPONSES) A |_| 1=Misoprostol B |_| 2=Antibiotic C |_| 3=Herbal drug 4=Other remedy, specify___ 9=Don’t Know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,61.1,,,57_4_specify,pof_given_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other remedy, specify is selected.",,,,{pof_given} contains 4,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other remedy, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,62,,,58,pof_placenta_come_out_its_own,Did the placenta come out on its own?,क्या प्लेसेंटा अपने आप बाहर आ गया?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{pof_placenta_come_out_its_own} = 2,"[""single coded option""]",,,,Did the placenta come out on its own? 1 Yes SKIP to 59 2 No 9 Don't know SKIP to 59
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,63,,,59,pof_done_help_placenta_come_out,What was done to help the placenta come out?,What was done to help the placenta come out?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Up to three responses.,,"1: Massage applied; 2: Hand/finger put inside; 3: Cord pulled; 4: Forced vomit; 5: Injection given; 6: Pushing on abdomen with leg/foot; 7: Herbal drugs; 8: Other remedy, specify; 9: Don't know","1: Massage applied; 2: Hand/finger put inside; 3: Cord pulled; 4: Forced vomit; 5: Injection given; 6: Pushing on abdomen with leg/foot; 7: Herbal drugs; 8: Other remedy, specify; 9: Don't know",,"[""select all that apply""]",,,,"What was done to help the placenta come out? (UP TO THREE RESPONSES) A |_| 1=Massage applied SKIP to 61 B |_| 2=Hand/finger put inside SKIP to 61 C |_| 3=Cord pulled SKIP to 61 4=Forced Vomit SKIP to 61 5=Injection given 6=Pushing on abdomen with leg/foot SKIP to 61 7=Herbal drugs SKIP to 61 8=Other remedy, specify ____ SKIP to 61 9=Don’t Know SKIP to 61"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,63.1,,,59_8_specify,pof_done_help_placenta_come_out_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other remedy, specify is selected.",,,,{pof_done_help_placenta_come_out} contains 8,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other remedy, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,64,,,60,pof_type_injection_given_2,What type of injection was given?,What type of injection was given?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Up to three reasons.,,"1: Oxytocin; 2: Ergometrine; 3: Vitamins; 4: Antibiotic; 5: Saline; 6: Other, specify; 9: Don't know","1: Oxytocin; 2: Ergometrine; 3: Vitamins; 4: Antibiotic; 5: Saline; 6: Other, specify; 9: Don't know",,"[""select all that apply""]",,,,"What type of injection was given? (UP TO THREE REASONS) A |_| 1=Oxytocin B |_| 2=Ergometrine C |_| 3=Vitamins 4=Antibiotic 5=Saline 6=Other, specify ____ 9=Don’t Know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,64.1,,,60_6_specify,pof_type_injection_given_2_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pof_type_injection_given_2} contains 6,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,65,,,61,pof_long_take_after_birth_placenta_come_out_hh,How long did it take after birth for the placenta to come out?,How long did it take after birth for the placenta to come out?,text,time,"{""render_as"":""text""} | inputType=text",Record HH:MM. Use 99:99 for don't know.,,,,,"[""99-99"",""99 = Don't know)"",""99-99 = Don't know)"",""HH:MM""]",,,,How long did it take after birth for the placenta to come out? HH:MM (99-99 = Don't know)
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,2,Delivery details,,66,,,62,pof_entire_placenta_come_out,Did the entire placenta come out?,Did the entire placenta come out?,radiogroup,select_one,"{""render_as"":""radio""}",Rest of questionnaire is for home deliveries only. Stop here if delivery is not a home delivery.,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Did the entire placenta come out? 1 Yes 2 No 9 Don't know REST OF QUESTIONNAIRE OF FOR HOME DELIVERIES ONLY (Q25=2). STOP HERE IF DELIVERY IS NOT A HOME DELIVERY.
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,3,Home delivery details,{pof_delivery_take_place} = 2,67,,,63,pof_any_part_clean_birthing_kit_used_delivery,Was any part of the clean birthing kit used for the delivery?,Was any part of the clean birthing kit used for the delivery?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was any part of the clean birthing kit used for the delivery? 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,3,Home delivery details,{pof_delivery_take_place} = 2,68,,,64,pof_soap_used_wash_hands_before_delivery_person_delivered,Was soap used to wash hands before delivery by the person who delivered the baby?,Was soap used to wash hands before delivery by the person who delivered the baby?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the soap used to wash hands before delivery by the person who delivered 1 Yes the baby? 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,3,Home delivery details,{pof_delivery_take_place} = 2,69,,,65,pof_string_used_tie_cord,Was the string used to tie the cord?,Was the string used to tie the cord?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the string used to tie the cord? 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,3,Home delivery details,{pof_delivery_take_place} = 2,70,,,66,pof_blade_used_cut_cord,Was the blade used to cut the cord?,Was the blade used to cut the cord?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the blade used to cut the cord? 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,3,Home delivery details,{pof_delivery_take_place} = 2,71,,,67,pof_plastic_disc_used_cutting_cord,Was the plastic disc used when cutting the cord?,Was the plastic disc used when cutting the cord?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the plastic disc used when cutting the cord? 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,3,Home delivery details,{pof_delivery_take_place} = 2,72,,,68,pof_plastic_sheet_kept_under_woman_during_delivery,Was the plastic sheet kept under the woman during delivery?,Was the plastic sheet kept under the woman during delivery?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the plastic sheet kept under the woman during delivery? 1 Yes 2 No 9 Don't know
